what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1509473479512
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1509473803880
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1509473806490
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1509473816642
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1509473824960
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1509473844443
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1509473844456
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1509473893174
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.refresh",1509473897949
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.refresh",1509473900905
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1509473902257
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1509474037786
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1509474037792
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1509474043094
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1509474064318
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1509474065663
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.refresh",1509474067530
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.refresh",1509474070089
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1509474070926
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1509474104788
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1509474104793
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1509474128305
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.refresh",1509474129863
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1509474131023
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1509474140709
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1509474140713
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1509474185427
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1509474214279
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1509474217142
executed,command,org.eclipse.wst.server.ui,1.1.306.v20110823_1704,"org.eclipse.wst.server.launchShortcut.run",1509474217165
opened,editor,org.eclipse.ui.browser,3.3.100.v20110426,"org.eclipse.ui.browser.editor",1509474217693
activated,editor,org.eclipse.ui.browser,3.3.100.v20110426,"org.eclipse.ui.browser.editor",1509474217755
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1509474220450
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1509474221482
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1509474265316
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1509474267462
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.refresh",1509474273576
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1509474276483
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1509474291813
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1509474298560
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1509474298626
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1509474307577
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1509474307843
