what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.wst.sse.core,1.1.601.v201108151912,"org.eclipse.wst.sse.core",1509511238723
started,bundle,org.eclipse.wst.sse.ui,1.3.1.v201108191312,"org.eclipse.wst.sse.ui",1509511238723
started,bundle,org.eclipse.wst.validation,1.2.302.v201107140600,"org.eclipse.wst.validation",1509511238723
started,bundle,org.eclipse.wst.web,1.1.500.v201104251400,"org.eclipse.wst.web",1509511238723
started,bundle,org.eclipse.wst.xml.core,1.1.601.v201108302147,"org.eclipse.wst.xml.core",1509511238723
started,bundle,org.eclipse.wst.xml.ui,1.1.201.v201108151912,"org.eclipse.wst.xml.ui",1509511238739
started,bundle,org.eclipse.wst.xsl.core,1.1.100.v201102270516,"org.eclipse.wst.xsl.core",1509511238739
started,bundle,org.eclipse.wst.xsl.exslt.core,1.0.0.v201005240426,"org.eclipse.wst.xsl.exslt.core",1509511238739
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20110502-1955,"org.eclipse.equinox.simpleconfigurator",1509511238739
os,sysinfo,,,"win32",1509511238739
arch,sysinfo,,,"x86",1509511238739
ws,sysinfo,,,"win32",1509511238739
locale,sysinfo,,,"en_US",1509511238739
processors,sysinfo,,,"4",1509511238739
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1509511238739
java.runtime.version,sysinfo,,,"1.7.0_51-b13",1509511238739
java.specification.name,sysinfo,,,"Java Platform API Specification",1509511238739
java.specification.vendor,sysinfo,,,"Oracle Corporation",1509511238739
java.specification.version,sysinfo,,,"1.7",1509511238739
java.vendor,sysinfo,,,"Oracle Corporation",1509511238739
java.version,sysinfo,,,"1.7.0_51",1509511238739
java.vm.info,sysinfo,,,"mixed mode",1509511238739
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1509511238739
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1509511238739
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1509511238739
java.vm.specification.version,sysinfo,,,"1.7",1509511238739
java.vm.vendor,sysinfo,,,"Oracle Corporation",1509511238739
java.vm.version,sysinfo,,,"24.51-b03",1509511238739
started,bundle,org.eclipse.jdt.apt.core,3.3.500.v20110420-1015,"org.eclipse.jdt.apt.core",1509511239239
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.400.v20110305-1450,"org.eclipse.jdt.apt.pluggable.core",1509511239239
started,bundle,org.eclipse.jst.jsf.common,1.2.3.v201104061039,"org.eclipse.jst.jsf.common",1509511239302
started,bundle,org.eclipse.jst.jsf.core,1.3.105.v201108261005,"org.eclipse.jst.jsf.core",1509511239317
started,bundle,org.eclipse.jst.jee,1.0.401.v201105122000,"org.eclipse.jst.jee",1509511239317
started,bundle,org.eclipse.wst.wsdl.validation,1.1.502.v201104071820,"org.eclipse.wst.wsdl.validation",1509511239348
started,bundle,org.eclipse.wst.xsd.core,1.1.600.v201104070312,"org.eclipse.wst.xsd.core",1509511239348
started,bundle,org.eclipse.core.variables,3.2.500.v20110511,"org.eclipse.core.variables",1509511239427
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1509511436289
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1509511994347
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1509511996133
started,bundle,org.eclipse.wst.ws.service.policy.ui,1.0.300.v201108240515,"org.eclipse.wst.ws.service.policy.ui",1509511996733
started,bundle,org.eclipse.wst.ws.service.policy,1.0.303.v201009221810,"org.eclipse.wst.ws.service.policy",1509511996765
started,bundle,org.eclipse.wst.command.env,1.0.409.v201004211805,"org.eclipse.wst.command.env",1509511996841
started,bundle,org.eclipse.wst.ws,1.1.203.v201004211805,"org.eclipse.wst.ws",1509511996842
started,bundle,org.eclipse.compare,3.5.201.R37x_v20110817-0800,"org.eclipse.compare",1509511996937
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1509512003720
started,bundle,org.eclipse.jst.server.generic.core,1.0.700.v20101219,"org.eclipse.jst.server.generic.core",1509512006357
started,bundle,org.eclipse.jst.server.preview.adapter,1.1.100.v20100308,"org.eclipse.jst.server.preview.adapter",1509512006360
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1509512008512
executed,command,org.eclipse.wst.server.ui,1.1.306.v20110823_1704,"org.eclipse.wst.server.launchShortcut.run",1509512008555
started,bundle,org.eclipse.jst.server.tomcat.ui,1.1.200.v20100418,"org.eclipse.jst.server.tomcat.ui",1509512008569
opened,view,org.eclipse.wst.server.ui,1.1.306.v20110823_1704,"org.eclipse.wst.server.ui.ServersView",1509512008590
started,bundle,org.eclipse.jdt.debug,3.7.1.v20110802_r371,"org.eclipse.jdt.debug",1509512008666
activated,view,org.eclipse.wst.server.ui,1.1.306.v20110823_1704,"org.eclipse.wst.server.ui.ServersView",1509512008730
started,bundle,org.eclipse.jdt.debug.ui,3.6.1.v20110803_r371,"org.eclipse.jdt.debug.ui",1509512008794
opened,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1509512009221
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1509512009253
started,bundle,org.eclipse.jst.jsf.facelet.ui,1.0.1.v201104032306,"org.eclipse.jst.jsf.facelet.ui",1509512010435
started,bundle,org.eclipse.jst.jsf.ui,1.3.2.v201104251204,"org.eclipse.jst.jsf.ui",1509512010438
activated,view,org.eclipse.wst.server.ui,1.1.306.v20110823_1704,"org.eclipse.wst.server.ui.ServersView",1509512011598
started,bundle,org.eclipse.ui.browser,3.3.100.v20110426,"org.eclipse.ui.browser",1509512011656
opened,editor,org.eclipse.ui.browser,3.3.100.v20110426,"org.eclipse.ui.browser.editor",1509512012841
activated,editor,org.eclipse.ui.browser,3.3.100.v20110426,"org.eclipse.ui.browser.editor",1509512012920
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1509512015368
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1509512021594
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1509512061035
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1509512061040
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1509512641634
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1509512661469
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1509512663489
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1509512879896
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1509512884867
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1509512992029
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1509512993459
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1509513189751
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1509513248459
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1509513501008
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1509513502381
started,bundle,org.eclipse.jst.ws.jaxws.dom.integration,1.0.100.v201101252155,"org.eclipse.jst.ws.jaxws.dom.integration",1509513503810
started,bundle,org.eclipse.jst.ws.jaxws.dom.ui,1.0.0.v201004171919,"org.eclipse.jst.ws.jaxws.dom.ui",1509513503818
started,bundle,org.eclipse.jst.j2ee.ejb,1.1.503.v201108102200,"org.eclipse.jst.j2ee.ejb",1509513503845
started,bundle,org.eclipse.jst.j2ee.jca,1.1.500.v201108102200,"org.eclipse.jst.j2ee.jca",1509513503848
started,bundle,org.eclipse.jst.jee.ejb,1.0.301.v201007070821,"org.eclipse.jst.jee.ejb",1509513503853
started,bundle,org.eclipse.jst.jee.web,1.0.301.v201007070907,"org.eclipse.jst.jee.web",1509513503855
started,bundle,org.eclipse.jst.servlet.ui,1.1.501.v201108220630,"org.eclipse.jst.servlet.ui",1509513503931
started,bundle,org.eclipse.wst.common.project.facet.ui,1.4.200.v201103311536,"org.eclipse.wst.common.project.facet.ui",1509513510995
started,bundle,org.eclipse.wst.web.ui,1.1.400.v201004141630,"org.eclipse.wst.web.ui",1509513511007
started,bundle,org.eclipse.jst.common.project.facet.ui,1.4.200.v201008182133,"org.eclipse.jst.common.project.facet.ui",1509513511757
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1509513512087
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1509513522091
started,bundle,org.eclipse.pde.core,3.7.1.v20110822-2108,"org.eclipse.pde.core",1509513522223
started,bundle,org.eclipse.ltk.core.refactoring,3.5.201.r371_v20110824-0800,"org.eclipse.ltk.core.refactoring",1509513527331
started,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110505-0800,"org.eclipse.ltk.ui.refactoring",1509513527335
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1509513561093
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1509513569649
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1509513580929
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1509513598587
opened,editor,org.eclipse.jst.jsp.ui,1.1.601.v201108151912,"org.eclipse.jst.jsp.core.jspsource.source",1509513598798
activated,editor,org.eclipse.jst.jsp.ui,1.1.601.v201108151912,"org.eclipse.jst.jsp.core.jspsource.source",1509513598847
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1509513603333
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1509513613595
executed,command,,,"AUTOGEN:::org.eclipse.jst.jsp.core.jspsource.ruler.actions/org.eclipse.ui.texteditor.SelectRulerAction",1509513621577
executed,command,,,"AUTOGEN:::org.eclipse.jst.jsp.core.jspsource.ruler.actions/org.eclipse.ui.texteditor.SelectRulerAction",1509513624307
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1509513629320
activated,editor,org.eclipse.jst.jsp.ui,1.1.601.v201108151912,"org.eclipse.jst.jsp.core.jspsource.source",1509513633775
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1509513634677
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1509513642081
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1509513652410
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.newWizard",1509513652428
opened,editor,org.eclipse.jst.jsp.ui,1.1.601.v201108151912,"org.eclipse.jst.jsp.core.jspsource.source",1509513662287
activated,editor,org.eclipse.jst.jsp.ui,1.1.601.v201108151912,"org.eclipse.jst.jsp.core.jspsource.source",1509513662387
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1509513668701
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1509513680307
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1509513702548
activated,editor,org.eclipse.jst.jsp.ui,1.1.601.v201108151912,"org.eclipse.jst.jsp.core.jspsource.source",1509513708605
activated,editor,org.eclipse.jst.jsp.ui,1.1.601.v201108151912,"org.eclipse.jst.jsp.core.jspsource.source",1509513710392
closed,editor,org.eclipse.jst.jsp.ui,1.1.601.v201108151912,"org.eclipse.jst.jsp.core.jspsource.source",1509513710392
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1509513711863
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1509513718051
started,bundle,org.eclipse.equinox.p2.garbagecollector,1.0.200.v20110510,"org.eclipse.equinox.p2.garbagecollector",1509513746316
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1509513749088
started,bundle,org.eclipse.pde.launching,3.6.0.v20110506,"org.eclipse.pde.launching",1509513749347
started,bundle,org.eclipse.ui.views.log,1.0.200.v20110404,"org.eclipse.ui.views.log",1509513749386
started,bundle,org.eclipse.pde.ui,3.6.100.v20110603,"org.eclipse.pde.ui",1509513749409
opened,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1509513749515
opened,view,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.views.ProblemView",1509513750087
opened,view,org.eclipse.mylyn.tasks.ui,3.6.2.v20110826-0100,"org.eclipse.mylyn.tasks.ui.views.tasks",1509513750720
activated,perspective,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.JavaPerspective",1509513750786
activated,editor,org.eclipse.jst.jsp.ui,1.1.601.v201108151912,"org.eclipse.jst.jsp.core.jspsource.source",1509513750811
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1509513755604
activated,editor,org.eclipse.jst.jsp.ui,1.1.601.v201108151912,"org.eclipse.jst.jsp.core.jspsource.source",1509513761744
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1509513764700
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1509513776583
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1509513779742
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1509513783362
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1509513784735
executed,command,org.eclipse.wst.server.ui,1.1.306.v20110823_1704,"org.eclipse.wst.server.launchShortcut.run",1509513784757
opened,editor,org.eclipse.ui.browser,3.3.100.v20110426,"org.eclipse.ui.browser.editor",1509513785084
activated,editor,org.eclipse.ui.browser,3.3.100.v20110426,"org.eclipse.ui.browser.editor",1509513785162
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1509513787691
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1509513889080
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1509514329808
activated,editor,org.eclipse.jst.jsp.ui,1.1.601.v201108151912,"org.eclipse.jst.jsp.core.jspsource.source",1509514340363
closed,editor,org.eclipse.ui.browser,3.3.100.v20110426,"org.eclipse.ui.browser.editor",1509514340363
closed,editor,org.eclipse.ui.browser,3.3.100.v20110426,"org.eclipse.ui.browser.editor",1509514341739
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1509514345786
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1509514350256
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1509514351951
executed,command,org.eclipse.wst.server.ui,1.1.306.v20110823_1704,"org.eclipse.wst.server.launchShortcut.run",1509514351967
opened,editor,org.eclipse.ui.browser,3.3.100.v20110426,"org.eclipse.ui.browser.editor",1509514352151
activated,editor,org.eclipse.ui.browser,3.3.100.v20110426,"org.eclipse.ui.browser.editor",1509514352167
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1509514355124
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1509514356034
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1509514376044
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1509514379675
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1509514394014
activated,editor,org.eclipse.jst.jsp.ui,1.1.601.v201108151912,"org.eclipse.jst.jsp.core.jspsource.source",1509514394678
activated,editor,org.eclipse.jst.jsp.ui,1.1.601.v201108151912,"org.eclipse.jst.jsp.core.jspsource.source",1509514396621
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1509514400794
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1509514418069
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1509514427089
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.newWizard",1509514427105
started,bundle,org.eclipse.wst.jsdt.debug.rhino.ui,1.0.0.v201103232243,"org.eclipse.wst.jsdt.debug.rhino.ui",1509514427666
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1509514432408
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1509514439056
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1509514443604
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1509514444816
closed,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1509514444996
stopped,bundle,org.eclipse.jst.j2ee.xdoclet.runtime,1.1.300.v201004280700,"org.eclipse.jst.j2ee.xdoclet.runtime",1509514445430
stopped,bundle,org.eclipse.jst.j2ee.ejb.annotations.xdoclet,1.2.200.v201103302125,"org.eclipse.jst.j2ee.ejb.annotations.xdoclet",1509514445431
stopped,bundle,org.eclipse.jst.server.generic.jboss,1.6.1.v200904151730,"org.eclipse.jst.server.generic.jboss",1509514445432
stopped,bundle,org.eclipse.jst.server.generic.jonas,1.5.205.v200805140145,"org.eclipse.jst.server.generic.jonas",1509514445432
stopped,bundle,org.eclipse.jst.server.generic.oc4j,1.5.206.v20090812,"org.eclipse.jst.server.generic.oc4j",1509514445433
stopped,bundle,org.eclipse.jst.server.websphere.core,1.0.302.v20080620,"org.eclipse.jst.server.websphere.core",1509514445433
stopped,bundle,org.eclipse.jst.server.generic.ui,1.0.505.v20100428,"org.eclipse.jst.server.generic.ui",1509514445434
stopped,bundle,org.eclipse.jst.server.generic.core,1.0.700.v20101219,"org.eclipse.jst.server.generic.core",1509514445434
stopped,bundle,org.eclipse.mylyn.ide.ant,3.6.0.v20110608-1400,"org.eclipse.mylyn.ide.ant",1509514445434
activated,perspective,org.eclipse.jdt.ui,,"org.eclipse.jdt.ui.JavaPerspective",1509514456817
started,bundle,org.eclipse.osgi,3.7.1.R37x_v20110808-1106,"org.eclipse.osgi",1509514456817
started,bundle,com.ibm.icu,4.4.2.v20110208,"com.ibm.icu",1509514456817
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1509514456817
